CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;MARCA;NR_VEHICLES
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,56;1360;4;Citroen;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,73;1397;5;Peugeot;8
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,59;1587;5;Peugeot;19
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Ford;18
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,29;1995;5;Bmw;14
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;9,79;1199;5;Opel;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,78;1870;5;Renault;25
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,48;1341;5;Hyundai;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2006;2,19;249;2;Suzuki;3
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1997;9;Peugeot;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,7;1390;5;Volkswagen;8
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Ford;6
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,28;1749;5;Citroen;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Mitsubishi;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,44;124;2;Daelim;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2001;1,44;124;2;Piaggio;3
DESCONEGUT;CAMION;Camions de menys de 1.000 kg de càrrega ;2004;16,29;2800;3;Iveco;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,59;1587;7;Peugeot;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,64;1598;5;Peugeot;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,3;1997;5;Nissan;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2003;1,45;125;2;Suzuki;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,64;1598;5;Renault;19
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,64;1598;5;Renault;16
DESCONEGUT;CAMION;Camions de menys de 1.000 kg de càrrega ;2007;14,86;2402;3;Ford;2
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2001;14,41;2283;3;Nissan;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,31;1997;8;Peugeot;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,33;108;2;Honda;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,37;1769;5;Nissan;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,56;1582;5;Kia;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;9,42;1124;5;Citroen;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;12,02;1686;7;Opel;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;14,22;2231;5;Toyota;4
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2006;13,9;2148;6;Mercedes-Benz;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,64;1598;5;Seat;9
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,32;1527;5;Citroen;8
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,02;1685;5;Kia;7
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2008;15,18;2488;7;Nissan;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;5;Citroen;41
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,57;1582;5;Hyundai;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,94;1910;7;Opel;19
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,02;1461;5;Renault;22
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1870;5;Renault;30
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2003;12,78;1868;5;Citroen;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,45;125;2;Suzuki;8
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2004;1,45;125;2;Honda;11
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2013;14,47;2299;3;Renault;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;14,05;2188;5;Renault;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,78;1870;5;Nissan;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Volkswagen;24
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2015;2,35;279;2;Honda;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,7;1390;5;Seat;16
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,64;1598;5;Renault;11
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2011;1,45;124;2;Yamaha;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2014;1,45;124;2;Kymco;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Seat;31
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,56;1360;5;Citroen;2
DESCONEGUT;CAMION;Camions de menys de 1.000 kg de càrrega ;2015;11,02;1461;5;Renault;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;7;Renault;4
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1995;5;Bmw;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;4;Audi;2
DESCONEGUT;AUTOBUS;Autobusos de 21 a 50 places             ;2005;35,41;7790;27;Irisbus;8
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1596;5;Ford;19
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,03;1689;5;Mercedes-Benz;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,3;1995;5;B.M.W.;11
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,74;1399;5;Ford;14
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Audi;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,42;1781;5;Audi;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;2006;14,86;2402;3;Ford;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;5;Seat;7
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;11,47;1560;5;Peugeot;6
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;12,89;1896;5;Audi;13
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;7;Ford;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,48;1794;5;Toyota;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;14,09;2198;5;Jaguar;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,9;2148;5;Mercedes-Benz;5
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2003;12,78;1870;5;Renault;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2011;2,2;249;2;Yamaha;9
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,94;1910;5;Opel;12
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;0;14,09;2198;3;Ford;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,64;1598;5;Toyota;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Ford;12
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,19;1968;5;Volkswagen;17
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,25;1984;5;Volkswagen;2
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2004;14,01;2179;3;Peugeot;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,3;1997;5;Ford;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;10,7;1390;5;Renault;10
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,45;124;2;Yamaha;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,31;1997;5;Peugeot;11
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2012;13,19;1968;5;Seat;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1997;7;Ford;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,45;1560;5;Peugeot;20
DESCONEGUT;VEHIC. MIXTO;Turismes de 16 fins a 19,99 CV          ;2006;16,65;2902;7;Kia;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;12,01;1686;5;Opel;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,45;125;2;Honda;22
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2009;15,18;2488;7;Nissan;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;9,67;1422;5;Volkswagen;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;15,18;2231;7;Toyota;14
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2005;13,3;1998;3;Ford;2
DESCONEGUT;CAMION;Camions de més de 2.999 a 9.999 kg      ;2005;29,92;5880;3;Iveco;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2013;1,45;124;2;Sym;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,03;1461;5;Nissan;6
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2002;0;49;1;Honda;4
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2005;0;49;2;Yamaha;3
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49,13;1;Peugeot;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,2;2;Yamaha;10
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2006;0;49;2;Daelim;3
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2001;0;49;2;Honda;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Yamaha;4
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,93;1;Derbi;6
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2011;0,01;49;2;Piaggio;2
DESCONEGUT;VEHIC. ESPECIAL;Tractors de menys de 16 CV              ;2006;14,09;2195;1;Bobcat;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,4;2;Piaggio;4
DESCONEGUT;CUATRICICLO LIG.;Motocicletes de més de 250 fins a 500 cc;2006;0;400;2;Aixam;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2007;0;49;2;Piaggio;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,94;2;Derbi;5
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2004;0;49;2;Kymco;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1967;9;1098;5;Morris;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2005;0;49;2;Rieju;3
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2011;1,14;49,5;2;Kymco;3
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2003;0;49;2;Derbi;5
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2002;0;49;2;Derbi;8
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2006;0;49;2;Derbi;5
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2004;0;49;2;Peugeot;4
DESCONEGUT;MOTOCICLETA;Ciclomotors                             ;2013;1,14;49;2;Yamaha;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,8;2;Hyosung;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2009;0;49,5;2;Kymco;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;2;Yamaha;3
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49,6;1;Rieju;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Suzuki;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2007;0;49;2;Adlymoto;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1970;8,55;956;5;Renault;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Derbi;10
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49,7;2;Motor;2
DESCONEGUT;VEHIC. ESPECIAL;Tractors de menys de 16 CV              ;2004;2,19;249;1;Kymco;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,94;2;Derbi;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2002;0;49;2;Rieju;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49,13;2;Peugeot;2
DESCONEGUT;VEHICULO ESPECIAL;Tractors de 16 a 25 CV                  ;2015;16,88;2970;2;Bucher;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2009;0;49,5;2;Kymco;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49,4;1;Piaggio;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1977;10,21;1289;7;Renault;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;1;Piaggio;2
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;2;Malaguti;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1975;9,91;1222;5;Citroen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;13,3;1998;4;Nissan;2
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;2005;6,31;698;2;Smart;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,89;1896;5;Seat;33
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,47;1560;5;Citroen;14
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1996;2,78;234;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,28;1749;5;Citroen;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,44;124;2;Piaggio;9
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,3;1997;5;Peugeot;23
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;5;Ford;12
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;13,3;1997;5;Ford;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,63;1598;5;Mazda;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1896;5;Seat;88
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,19;1968;5;Seat;9
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,02;1461;5;Nissan;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1995;5;Bmw;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,2;1499;5;Mazda;2
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2002;12,01;1686;5;Opel;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;9,99;1240;5;Nissan;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Ford;18
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,02;1461;5;Renault;41
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,19;1497;5;Toyota;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1980;9,78;1197;5;Seat;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1992;1,99;124;2;Peugeot;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1997;13,31;1998;5;Renault;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1973;8,26;903;5;Seat;2
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2000;15,14;2476;5;Hyundai;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,99;2171;5;Saab;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1976;11,61;1592;5;Seat;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1996;11,62;1595;5;Seat;2
DESCONEGUT;AUTOBUS;Autobusos de 21 a 50 places             ;1993;39;9500;31;Pegaso;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1996;13,29;1994;5;Rover;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;1996;12,89;1896;0;Seat;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,89;1895;5;Bmw;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1997;12,89;1896;5;Audi;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1987;12;1769;5;Peugeot;2
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;1999;13,99;2171;5;Opel;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,12;1950;5;Bmw;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1973;11,61;1592;5;Seat;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1982;8,26;903;5;Seat;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;14,05;2188;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1972;10,21;1289;5;Renault;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;1992;6,46;599;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 16 fins a 19,99 CV          ;1992;17,89;2497;5;Bmw;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1990;2,62;197;2;Vespa;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;11,62;1595;5;Volkswagen;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,63;1597;5;Mitsubishi;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;11,19;1498;5;Daewoo;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1991;15;2309;5;A.U.D.I.;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1994;11,64;1598;5;Opel;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1990;12;1781;5;Volkswagen;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1974;11,61;1592;5;Seat;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1991;11;1597;5;Nissan;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;13,21;1974;5;Nissan;5
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1992;1,46;74;2;Honda;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;9,55;1149;5;Renault;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1975;8,97;1037;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1995;13,31;1998;5;Opel;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1997;10,28;1299;4;Ford;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1978;8,26;903;5;Seat;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1988;13,1;1998;5;Opel;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,12;1950;5;B.M.W.;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1988;12;1781;5;Volkswagen;6
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1996;12,42;1781;5;Seat;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1994;10,73;1396;5;Rover;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1995;12,48;1796;5;B.M.W.;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1982;3;198;2;Vespa;2
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;1989;12,37;1769;0;Citroen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;8,77;999;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1999;9,34;1108;5;Fiat;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1993;11;1461;5;Seat;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1981;1;74;2;Vespa;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1988;10,73;1397;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1994;11,15;1488;5;Opel;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,31;1998;5;Opel;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1977;9,38;1117;5;Ford;4
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;1993;15;2663;5;Nissan;2
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;1973;7,96;848;4;Morris;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;1999;3,87;644;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1996;8,54;954;5;Citroen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;12,08;1700;5;Opel;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,59;1587;5;Citroen;2
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2007;0;49;2;Piaggio;8
DESCONEGUT;CICL. 2 RUEDAS;Ciclomotors                             ;2001;0;49;2;Peugeot;5
DESCONEGUT;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;2000;0;49;1;Honda;9
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1967;2;145;2;Vespa;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1999;13,3;1997;5;Honda;4
DESCONEGUT;FURGONETA MIXTA;Camions de menys de 1.000 kg de càrrega ;1974;7,98;852;0;Renault;2
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;1974;4,91;602;5;Citroen;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1987;1,44;72;2;Yamaha;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1977;8,26;903;5;Seat;17
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1972;10,9;1438;5;Seat;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1996;12,78;1870;5;Renault;3
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;1973;7,49;767;4;Seat;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1998;11,63;1598;5;Seat;10
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1995;12,89;1896;5;Seat;8
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1995;11;1597;5;Nissan;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;1998;2,14;239;2;Yamaha;4
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;1997;12,93;1905;0;Fiat;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1998;12,89;1896;7;Seat;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1980;9,38;1117;5;Ford;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1996;11,63;1597;5;Ford;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;1989;15;2226;5;Audi;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1978;11,61;1592;5;Seat;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;1980;10,28;1299;5;Citroen;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;1991;4;583;2;Honda;4
