CODI_DIVISIO_TERRITORIAL;TIPUS_VEHICLE;CODI_TIPUS_VEHICLE;ANTIGUITAT;POTENCIA_FISCAL;CILINDRADA;PLACES;MARCA;NR_VEHICLES
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1995;5;B.M.W.;2
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2006;12,78;1870;9;Opel;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,74;1399;5;Ford;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2000;8,77;999;4;Seat;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10;1242;4;Fiat;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,49;1798;5;Toyota;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2012;2,44;298;2;Kymco;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,25;1984;5;A.U.D.I.;2
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;0;11,47;1560;5;Citroen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,74;1399;5;Chevrolet;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,42;1781;5;A.U.D.I.;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2009;7,38;748;2;Kawasaki;5
DESCONEGUT;VEHIC. MIXTO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Peugeot;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;9,93;1229;5;Opel;8
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,78;1870;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,25;1984;4;A.U.D.I.;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2015;1,92;200;2;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,36;114;2;Yamaha;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;13,3;1995;5;Toyota;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2013;12,02;1685;5;Kia;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2003;2,3;249;2;Gas-Gas;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2012;1,44;124;2;Piaggio;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2006;1,97;123;2;Piaggio;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,64;1598;5;Toyota;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,64;1598;5;Chevrolet;4
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2000;1,44;124;2;Yamaha;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,57;1582;5;Kia;6
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2003;14,43;2286;3;Iveco;4
DESCONEGUT;TURISMO;Turismes de 16 fins a 19,99 CV          ;2004;19,95;2993;5;Bmw;3
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2001;16,82;2953;3;Nissan;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2004;1,64;153;2;Honda;6
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 16 fins a 19,99 CV          ;2004;16,65;2902;7;Kia;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,59;1364;5;Toyota;2
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2002;12,89;1896;7;Seat;3
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;2011;14,43;2287;3;Iveco;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2008;6,46;599;2;Honda;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,64;1598;5;Nissan;11
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;2015;7,82;999;4;Seat;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,19;1968;7;Mitsubishi;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,45;124;2;Daelim;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;13,29;1995;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;5;Audi;5
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;2001;12,78;1870;5;Renault;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,7;1390;5;Seat;13
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,7;1390;5;Volkswagen;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;12,94;1910;5;Saab;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Seat;7
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,02;1461;5;Dacia;7
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,64;1598;5;Nissan;3
DESCONEGUT;VEHIC. MIXTO;Turismes de 16 fins a 19,99 CV          ;2004;16,21;2776;7;Chrysler;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,59;1587;7;Peugeot;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,51;1348;5;Mazda;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,3;1997;7;Citroen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,48;1794;5;Toyota;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,59;1587;5;Peugeot;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,47;1560;5;Ford;7
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;9,54;1149;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 16 fins a 19,99 CV          ;1996;16,63;2497;5;Mercedes;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,89;1896;5;Seat;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,47;1560;7;Citroen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,31;1997;5;Peugeot;11
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2006;17,42;2696;5;Ssangyong;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;2014;15,1;2464;3;Renault;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2002;5,13;599;2;Yamaha;2
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;2003;15,09;2463;3;Nissan;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2010;1,45;125;2;Kymco;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;11,03;1461;5;Mercedes-Benz;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2008;1,45;125;2;Kymco;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;4;Audi;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;10,03;1248;5;Opel;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,45;124;2;Kymco;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,57;1598;5;Peugeot;3
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2005;13,9;2148;3;Mercedes;2
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2008;12,89;1896;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2000;13,3;1995;5;Opel;12
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,03;1248;5;Fiat;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;10,75;1398;5;Citroen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,63;1597;5;Nissan;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,28;1991;5;Mercedes-Benz;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2007;6,46;599;2;Honda;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2010;1,45;125;2;Kymco;8
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2005;12,3;1753;5;Ford;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;12,49;1798;5;Mitsubishi;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,73;1397;5;Renault;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;8,72;1198;5;Seat;8
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2006;11,02;1461;2;Renault;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,47;1560;5;Mazda;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2001;5,11;645;2;Suzuki;2
DESCONEGUT;TODO TERRENO;Turismes de 12 fins a 15,99 CV          ;2004;15,89;2685;5;Jeep;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1598;5;Volkswagen;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,44;124;2;Aprilia;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;10,73;1396;5;Hyundai;2
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;0;7,82;998;4;Peugeot;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,01;1686;5;Opel;12
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2008;12,94;1910;7;Opel;7
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2004;12,3;1753;2;Ford;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;15,18;2231;5;Toyota;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,02;1461;5;Renault;6
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2008;6,46;599;2;Yamaha;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,57;1364;5;Opel;7
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;9,78;1199;5;Opel;5
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2015;11,02;1461;2;Dacia;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;10,7;1390;5;Seat;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;11,64;1598;5;Volkswagen;10
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;12,02;1686;5;Opel;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;9,78;1197;5;Volkswagen;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;11,63;1596;5;Ford;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,42;1781;5;Audi;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2008;2,35;279;2;Honda;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;14,03;2184;5;Nissan;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,27;1299;5;Ford;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1995;5;B.M.W.;11
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,49;1798;7;Toyota;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,44;124;2;Suzuki;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;14,12;2204;5;Honda;5
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2008;10,74;1399;2;Citroen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,59;1587;5;Citroen;13
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,59;1587;4;Peugeot;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;9,67;1422;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,68;1386;5;Nissan;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;13,19;1968;5;A.U.D.I.;7
DESCONEGUT;FURGONETA;Camions de 1.000 a 2.999 kg de càrrega  ;2004;16,48;2461;3;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;9,55;1149;5;Dacia;5
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;13,31;1998;5;Toyota;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,64;1598;5;Renault;13
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,9;1896;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 16 fins a 19,99 CV          ;2007;19,95;2993;5;Bmw;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,67;1422;5;Volkswagen;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;14,05;2188;5;Renault;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,2;1498;5;Mercedes-Benz;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2008;11,47;1560;5;Peugeot;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;9,67;1422;5;Volkswagen;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2001;6,46;599;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;10,74;1398;5;Citroen;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,78;1197;5;Volkswagen;9
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,45;1332;5;Mitsubishi;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2008;6,46;599;2;Honda;5
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2012;1,44;124;2;Keeway;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2014;1,45;124;2;S.Y.M;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,98;2172;5;Opel;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1596;5;Ford;7
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2015;32,43;6728;3;Cayvol;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 250 fins a 500 cc;2010;2,44;298;2;Kymco;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2014;5,85;805;2;Suzuki;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,45;125;2;Daelim;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2007;1,64;153;2;Honda;2
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2008;10,03;1248;2;Fiat;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,64;1598;5;Renault;3
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;0;11,47;1560;5;Peugeot;4
DESCONEGUT;TURISMO;Turismes de 16 fins a 19,99 CV          ;2002;19,68;2926;5;Bmw;2
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2007;1,44;124;2;Piaggio;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,63;1598;4;Mini;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;11,63;1598;5;Renault;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2010;1,44;124;2;Yamaha;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,48;1341;5;Hyundai;4
DESCONEGUT;TURISMO;Turismes de 16 fins a 19,99 CV          ;2001;17,37;2685;5;Mercedes;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,62;1595;5;A.U.D.I.;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,54;1149;5;Dacia;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,74;1384;5;Citroen;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2009;1,45;125;2;Suzuki;10
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,28;1991;5;Chevrolet;4
DESCONEGUT;VEHIC. MIXTO;Turismes de 8 fins a 11,99 CV           ;2006;10,56;1360;5;Citroen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;11,63;1596;5;Ford;7
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2010;14,03;2198;3;Citroen;3
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;6;Citroen;3
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2002;2,14;239;2;Yamaha;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Citroen;16
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2003;13,3;1997;5;Citroen;26
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;12,5;1798;5;Volvo;2
DESCONEGUT;AMBULANCIA;Turismes de 12 fins a 15,99 CV          ;2015;13,88;2143;6;Bergadana;6
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2008;4,38;499;2;Yamaha;5
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;2014;1,45;124;2;Kymco;4
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2015;1,36;113;2;Suzuki;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;10;1242;4;Fiat;5
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2005;1,64;153;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,28;1991;5;Kia;11
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2005;1,44;124;2;Daelim;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2007;1,92;200;2;Suzuki;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;10,57;1360;5;Peugeot;16
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2005;10,28;1298;5;Toyota;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;11,63;1598;5;Opel;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2001;11,19;1498;5;Nissan;6
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,47;1560;5;Ford;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2012;10,74;1397;5;Citroen;5
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;2006;7,82;998;4;Peugeot;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;11,62;1595;5;Seat;8
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;10,57;1360;5;Peugeot;6
DESCONEGUT;TRACTOR;Tractors de més de 25 CV                ;2008;47,62;12777;2;Volvo;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2013;11,64;1598;5;Peugeot;2
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;2006;1,45;125;2;Suzuki;3
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;2009;11,47;1560;5;Citroen;4
DESCONEGUT;CAMION;Camions de 1.000 a 2.999 kg de càrrega  ;2004;13,9;2148;3;Mercedes;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;10,47;1339;5;Honda;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;8,72;1198;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;2015;7,82;998;5;Hyundai;3
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 250 fins a 500 cc;2014;2,28;270;2;Kymco;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,3;1997;5;Ford;12
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2011;13,19;1968;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;12,48;1796;5;Mercedes;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,56;1360;5;Peugeot;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;0;13,3;1997;5;Citroen;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;0;6,46;599;2;Honda;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;12,49;1798;5;Toyota;8
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2009;12,9;1896;5;Seat;10
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2015;9,78;1197;5;Seat;10
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2006;10,03;1248;5;Fiat;3
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,95;1910;5;Fiat;4
DESCONEGUT;TURISMO;Turismes de menys de 8 CV               ;2012;7,81;998;5;Ford;7
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;9,54;1149;5;Renault;10
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2006;13,3;1997;7;Citroen;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;0;11,64;1598;7;Nissan;5
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;2007;6,46;599;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1995;5;Toyota;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;12,89;1895,99;5;Seat;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,9;1896;5;A.U.D.I.;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2010;10,02;1248;5;Opel;6
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2002;1,45;125;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2007;13,3;1998;5;Toyota;5
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;11,47;1560;5;Ford;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10,7;1390;5;Volkswagen;11
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2004;12,89;1896;7;Seat;6
DESCONEGUT;FURGONETA;Camions de menys de 1.000 kg de càrrega ;2009;11,47;1560;2;Peugeot;3
DESCONEGUT;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;2007;19,84;2967;7;A.U.D.I.;4
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2011;11,64;1598;5;Toyota;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,75;1398;5;Peugeot;4
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2005;6,46;599;2;Honda;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2015;14,1;2199;7;Hyundai;3
DESCONEGUT;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 500 fins a 1000cc;2005;6,18;883;2;Harley;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2003;11,63;1596;5;Ford;16
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2014;10,72;1395;5;Volkswagen;2
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2001;13,3;1995;7;Opel;7
DESCONEGUT;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;2011;11,47;1560;5;Citroen;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2014;12,02;1685;5;Hyundai;17
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;10,73;1396;5;M.G.;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2004;9,96;1493;5;Hyundai;6
DESCONEGUT;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;2002;13,3;1997;5;Citroen;3
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2009;10;1242;4;Fiat;3
DESCONEGUT;MOTOCICLETA;Motocicletes fins a 125 cc              ;2004;1,44;124;2;Yamaha;2
DESCONEGUT;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 125 fins a 250 cc;2014;1,92;200;2;Suzuki;2
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2007;10,74;1398;4;Citroen;2
DESCONEGUT;VEHIC. MIXTO;Turismes de 8 fins a 11,99 CV           ;2005;11,02;1461;5;Renault;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2010;13,3;1997;7;Peugeot;2
DESCONEGUT;MOTOCICLETA;Motocicletes de més de 500 fins a 1000cc;2005;6,46;600;2;Honda;4
DESCONEGUT;TURISMO;Turismes de 12 fins a 15,99 CV          ;2005;13,19;1968;5;Volkswagen;21
DESCONEGUT;TURISMO;Turismes de 8 fins a 11,99 CV           ;2002;11,63;1596;5;Ford;7
