DIVISIO_TERRITORIAL;TIPUS_VEHICLE;DESCRIP_TARIFA;POTENCIA;CILINDRADA;PLACES;DECODE(TIPUS_VEHICLE,'CAMION',CARREGA,'REMOLQUE',CARREGA,NULL);MARCA;NR_VEHICLES
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Volkswagen;10
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.199;5;;Opel;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.222;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.493;5;;Hyundai;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.499;5;;Bmw;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.499;5;;Mini;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.240;5;;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Fiat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;4;;Suzuki;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Fiat;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.242;5;;Ford;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Seat;7
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;7
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;18
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;7;;Mitsubishi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;4;;Audi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;5;;Audi;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;5;;Volkswagen;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.984;5;;Volkswagen;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Kia;5
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;5;;Mercedes-Benz;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.991;7;;Chevrolet;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.992;5;;Mercedes;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;B.M.W.;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;10
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Opel;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.364;5;;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.368;5;;Hyundai;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.386;5;;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.388;5;;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Renault;8
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;21
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;21
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.392;5;;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;4;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Audi;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Seat;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.396;5;;Hyundai;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.397;5;;Mercedes;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.397;5;;Mercedes;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;8
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;12
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Chevrolet;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Ford;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Mazda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.399;5;;Chevrolet;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;21
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.493;5;;Hyundai;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.496;5;;Mazda;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.497;5;;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.497;5;;Toyota;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.457;5;;Subaru;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.231;7;;Toyota;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Lexus;2
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Lexus;3
B-01;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Toyota;2
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;16;2.401;5;;Volvo;2
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;16;2.171;5;;B.M.W.;3
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;17;2.393;5;;A.U.D.I.;2
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;18;2.496;5;;A.U.D.I.;2
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.967;5;;Audi;3
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.993;5;;Bmw;2
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.993;5;;B.M.W.;2
B-01;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.995;5;;Lexus;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;7;;Peugeot;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Peugeot;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;4;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Citroen;12
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;5;;Peugeot;11
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.587;7;;Peugeot;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.590;5;;Honda;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.590;5;;Mitsubishi;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Kia;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Volkswagen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.595;5;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Fiat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.596;5;;Ford;11
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Honda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.597;5;;Honda;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;A.U.D.I.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Mazda;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Mini;8
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Opel;8
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Audi;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;B.M.W.;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Bmw;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Mini;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Mini;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;4;;Mini;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Audi;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Audi;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Mini;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Renault;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Renault;8
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Opel;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Fiat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.299;5;;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.298;5;;Suzuki;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.328;5;;Suzuki;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.328;4;;Suzuki;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.329;5;;Toyota;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.339;5;;Honda;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.341;5;;Hyundai;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.343;5;;Kia;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;4;;Citroen;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;6
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;7
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Toyota;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Toyota;14
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;7;;Toyota;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.599;5;;Hyundai;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.647;5;;Renault;2
B-01;TURISMO;Turismes de menys de 8 CV               ;5;1.242;5;;Ford;2
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;2;;Smart;6
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;4;;Smart;2
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Dacia;4
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Dacia;8
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Renault;2
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Renault;3
B-01;TURISMO;Turismes de menys de 8 CV               ;7;898;5;;Renault;4
B-01;TURISMO;Turismes de menys de 8 CV               ;7;767;4;;Seat;14
B-01;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Ford;4
B-01;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Ford;2
B-01;TURISMO;Turismes de menys de 8 CV               ;8;998;4;;Citroen;2
B-01;TURISMO;Turismes de menys de 8 CV               ;8;998;4;;Peugeot;3
B-01;TURISMO;Turismes de menys de 8 CV               ;8;998;4;;Toyota;2
B-01;TURISMO;Turismes de menys de 8 CV               ;8;998;4;;Toyota;4
B-01;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Hyundai;2
B-01;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Audi;3
B-01;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Ford;5
B-01;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Seat;2
B-01;TURISMO;Turismes de menys de 8 CV               ;8;999;5;;Skoda;2
B-01;TURISMO;Turismes de menys de 8 CV               ;8;999;2;;Smart;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Ford;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Honda;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.498;5;;Mercedes;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.527;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;4;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;4;;Mini;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;4
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;23
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;2
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;3
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;5
B-01;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Mazda;4
B-01;VEHIC. ESPECIAL;Tractors de menys de 16 CV              ;4;567;1;;M.Z.Imer;2
B-01;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;12;1.753;5;;Ford;2
B-01;VEHIC. MIXTO;Turismes de 16 fins a 19,99 CV          ;17;2.902;7;;Kia;3
B-01;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;2
B-01;VEHIC. MIXTO;Turismes de 12 fins a 15,99 CV          ;13;1.870;8;;Renault;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;15;2.499;7;;Chrysler;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;11;1.560;6;;Peugeot;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;2.198;6;;Ford;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.995;9;;Renault;3
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 8 fins a 11,99 CV           ;12;1.598;9;;Opel;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;12;1.753;5;;Ford;2
B-01;VEHICULO MIXTO ADAPTABLE;Turismes de 12 fins a 15,99 CV          ;13;1.868;5;;Peugeot;2
B-02;CICL. 2 RUEDAS;Ciclomotors                             ;0;49;2;;Yamaha;2
B-02;CICLOMOTOR DOS RUEDAS;Ciclomotors                             ;0;50;2;;Yamaha;2
B-02;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;124;2;;Kymco;2
B-02;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;3
B-02;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;6
B-02;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Kymco;4
B-02;MOTOCICLETA;Motocicletes de més de 125 fins a 250 cc;2;153;2;;Honda;2
B-02;MOTOCICLETA;Motocicletes de més de 250 fins a 500 cc;2;279;2;;Honda;2
B-02;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-02;MOTOCICLETA;Motocicletes fins a 125 cc              ;1;125;2;;Yamaha;2
B-02;MOTOCICLETA DE 2 RUEDAS;Motocicletes de més de 500 fins a 1000cc;6;599;2;;Suzuki;2
B-02;MOTOCICLETA DE 2 RUEDAS;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-02;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;125;2;;Honda;2
B-02;MOTOCICL.2 RUEDAS S.SID.;Motocicletes fins a 125 cc              ;1;74;2;;Honda;3
B-02;MOTOCICL.2 RUEDAS S.SID.;Motocicletes de més de 125 fins a 250 cc;2;174;2;;Montesa;2
B-02;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;20;2.967;7;;A.U.D.I.;2
B-02;TODO TERRENO;Turismes de 8 fins a 11,99 CV           ;11;1.395;5;;Volkswagen;2
B-02;TODO TERRENO;Turismes de 16 fins a 19,99 CV          ;16;2.776;5;;Jeep;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Volkswagen;6
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.910;7;;Opel;3
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Honda;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;A.U.D.I.;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Audi;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.968;5;;Volkswagen;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.995;5;;Bmw;4
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Citroen;3
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Nissan;3
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Peugeot;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.998;5;;Toyota;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.997;5;;Volvo;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;15;2.494;5;;Toyota;2
B-02;TURISMO;Turismes de 16 fins a 19,99 CV          ;20;2.967;5;;Volkswagen;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;8;903;5;;Seat;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.198;5;;Seat;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;9;1.086;5;;Hyundai;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Seat;3
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.197;5;;Volkswagen;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Hyundai;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Suzuki;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;10;1.248;5;;Kia;3
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Citroen;4
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.360;5;;Peugeot;5
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.386;5;;Nissan;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Seat;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.390;5;;Volkswagen;5
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Opel;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.398;5;;Peugeot;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Renault;4
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Mercedes-Benz;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.461;5;;Nissan;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.493;5;;Hyundai;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.497;5;;Toyota;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Citroen;3
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Ford;4
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;11;1.560;5;;Peugeot;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.591;5;;Hyundai;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Mazda;3
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Fiat;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Nissan;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Seat;3
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Skoda;2
B-02;TURISMO;Turismes de 8 fins a 11,99 CV           ;12;1.598;5;;Volkswagen;2
B-02;TURISMO;Turismes de menys de 8 CV               ;8;998;5;;Ford;3
B-02;TURISMO;Turismes de menys de 8 CV               ;8;998;4;;Toyota;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.896;5;;Seat;5
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;13;1.870;5;;Renault;6
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;5;;Toyota;2
B-02;TURISMO;Turismes de 12 fins a 15,99 CV          ;12;1.798;7;;Toyota;2
B-03;CICL. 2 RUEDAS;Ciclomotors                             ;0;49;2;;Yamaha;2
B-03;FURGONETA;Camions de menys de 1.000 kg de càrrega ;12;1.753;2;;Ford;2
